"_time",trackerid,battery
"2016-11-11T13:31:52.000-0800","6f:d4:12:75:11:7d",64
"2016-11-11T13:31:52.000-0800","10:cd:4c:c6:8b:a8",58
"2016-11-11T13:31:52.000-0800","d9:d9:a2:8f:12:b4",87
"2016-11-11T13:31:52.000-0800","b7:a1:23:ed:81:7b",62
"2016-11-11T13:31:52.000-0800","6f:dd:ed:72:2d:ba",81
"2016-11-11T13:31:51.000-0800","41:ba:35:23:69:21",68
"2016-11-11T13:31:51.000-0800","5c:7b:bb:cf:b1:54",64
"2016-11-11T13:31:51.000-0800","56:16:17:4c:c2:b6",88
"2016-11-11T13:31:51.000-0800","a1:9a:c9:f7:74:6a",57
"2016-11-11T13:31:51.000-0800","18:68:1a:05:34:ba",45
"2016-11-11T13:31:50.000-0800","68:c2:5a:71:44:9a",45
"2016-11-11T13:31:50.000-0800","c1:c8:e3:81:0f:92",76
"2016-11-11T13:31:50.000-0800","ff:5d:2a:8e:11:fb",49
"2016-11-11T13:31:50.000-0800","a4:a0:7e:33:1d:e7",68
"2016-11-11T13:31:50.000-0800","11:ba:a0:72:94:8e",75
"2016-11-11T13:31:49.000-0800","21:8b:5f:f2:22:3f",62
"2016-11-11T13:31:49.000-0800","74:8b:54:78:77:81",44
"2016-11-11T13:31:49.000-0800","10:b7:b3:0f:45:2c",91
"2016-11-11T13:31:49.000-0800","dc:c4:e8:a5:ad:03",45
"2016-11-11T13:31:49.000-0800","d8:13:10:ec:fa:92",46
"2016-11-11T13:31:47.000-0800","fe:fb:bc:da:77:e3",99
"2016-11-11T13:31:47.000-0800","97:97:f3:68:4c:80",67
"2016-11-11T13:31:47.000-0800","c6:ad:5d:96:a3:21",90
"2016-11-11T13:31:47.000-0800","7c:3c:0c:87:1b:c4",88
"2016-11-11T13:31:47.000-0800","f0:93:ad:48:1e:db",58
"2016-11-11T13:31:46.000-0800","16:72:a9:42:e4:e1",66
"2016-11-11T13:31:46.000-0800","c3:0e:41:46:2e:c0",63
"2016-11-11T13:31:46.000-0800","66:dd:da:34:81:0c",84
"2016-11-11T13:31:46.000-0800","99:e8:03:33:f6:35",45
"2016-11-11T13:31:46.000-0800","14:2e:99:14:9e:57",67
"2016-11-11T13:31:45.000-0800","34:e1:d3:83:a4:36",77
"2016-11-11T13:31:45.000-0800","10:cd:4c:c6:8b:a8",58
"2016-11-11T13:31:45.000-0800","ac:f8:08:ad:98:13",46
"2016-11-11T13:31:45.000-0800","ff:5d:2a:8e:11:fb",55
"2016-11-11T13:31:45.000-0800","3e:96:fe:af:08:c9",70
"2016-11-11T13:31:44.000-0800","2d:f8:50:f9:4d:09",74
"2016-11-11T13:31:44.000-0800","f4:f7:8f:31:a9:06",47
"2016-11-11T13:31:44.000-0800","2b:8a:7a:80:fc:ed",61
"2016-11-11T13:31:44.000-0800","27:7f:10:23:48:88",63
"2016-11-11T13:31:44.000-0800","6b:81:0c:ad:20:45",78
"2016-11-11T13:31:43.000-0800","8a:b5:3b:d1:5e:d3",89
"2016-11-11T13:31:43.000-0800","e2:3b:0a:71:d3:ef",58
"2016-11-11T13:31:43.000-0800","e4:dc:89:5d:80:a7",94
"2016-11-11T13:31:43.000-0800","54:a9:be:d7:36:5c",98
"2016-11-11T13:31:43.000-0800","59:17:28:9b:54:93",45
"2016-11-11T13:31:42.000-0800","89:76:ad:ab:09:16",67
"2016-11-11T13:31:42.000-0800","7f:ff:d6:a8:64:f3",68
"2016-11-11T13:31:42.000-0800","7d:4d:44:2d:62:c0",61
"2016-11-11T13:31:42.000-0800","cf:ac:78:f3:12:b3",85
"2016-11-11T13:31:42.000-0800","7d:2b:ef:2c:94:e9",69
"2016-11-11T13:31:41.000-0800","c7:db:68:74:7d:7f",63
"2016-11-11T13:31:41.000-0800","75:a6:91:2c:b6:03",86
"2016-11-11T13:31:41.000-0800","2f:59:d0:50:58:90",89
"2016-11-11T13:31:41.000-0800","75:ef:96:e5:83:55",57
"2016-11-11T13:31:41.000-0800","f0:3d:2b:6f:d3:2a",74
"2016-11-11T13:31:40.000-0800","ee:84:1c:f6:cf:6d",89
"2016-11-11T13:31:40.000-0800","11:9c:c3:53:96:10",76
"2016-11-11T13:31:40.000-0800","57:c3:94:49:03:a0",84
"2016-11-11T13:31:40.000-0800","8a:b5:3b:d1:5e:d3",72
"2016-11-11T13:31:40.000-0800","b6:52:2b:82:ff:a4",74
"2016-11-11T13:31:39.000-0800","52:91:cb:6a:08:3f",66
"2016-11-11T13:31:39.000-0800","e6:fb:aa:9d:a6:6d",95
"2016-11-11T13:31:39.000-0800","5e:3c:ff:40:9f:54",95
"2016-11-11T13:31:39.000-0800","68:44:3b:2e:d5:72",88
"2016-11-11T13:31:39.000-0800","ba:00:82:c3:9c:2b",58
"2016-11-11T13:31:38.000-0800","91:66:a0:01:25:58",67
"2016-11-11T13:31:38.000-0800","29:b6:d2:7a:a3:87",83
"2016-11-11T13:31:38.000-0800","23:31:76:5b:4c:30",46
"2016-11-11T13:31:38.000-0800","c7:db:68:74:7d:7f",61
"2016-11-11T13:31:38.000-0800","20:44:a1:31:cb:bc",91
"2016-11-11T13:31:37.000-0800","47:6c:71:b1:9b:55",62
"2016-11-11T13:31:37.000-0800","18:d9:3d:2d:11:aa",70
"2016-11-11T13:31:37.000-0800","c8:0f:10:92:97:41",71
"2016-11-11T13:31:37.000-0800","d9:03:9a:ab:15:1f",45
"2016-11-11T13:31:37.000-0800","56:2f:c1:a6:8b:fb",81
"2016-11-11T13:31:36.000-0800","ff:5d:2a:8e:11:fb",65
"2016-11-11T13:31:36.000-0800","52:2f:b6:82:20:3c",95
"2016-11-11T13:31:36.000-0800","e2:3b:0a:71:d3:ef",65
"2016-11-11T13:31:36.000-0800","5c:53:a1:3f:e7:92",44
"2016-11-11T13:31:36.000-0800","1b:22:17:66:04:4d",80
"2016-11-11T13:31:35.000-0800","bf:4c:53:3a:8e:3c",87
"2016-11-11T13:31:35.000-0800","95:d3:1e:6b:8c:f4",50
"2016-11-11T13:31:35.000-0800","d4:c9:f7:2f:4d:f2",50
"2016-11-11T13:31:35.000-0800","e6:43:39:e0:19:b8",99
"2016-11-11T13:31:35.000-0800","36:0a:e7:12:e6:82",46
"2016-11-11T13:31:34.000-0800","4c:fc:9b:ee:4d:36",80
"2016-11-11T13:31:34.000-0800","99:e8:03:33:f6:35",48
"2016-11-11T13:31:34.000-0800","a3:c6:e8:4f:29:15",50
"2016-11-11T13:31:34.000-0800","09:21:91:eb:4c:47",91
"2016-11-11T13:31:34.000-0800","48:ec:4b:db:6a:05",44
"2016-11-11T13:31:33.000-0800","78:3f:d1:2a:78:5b",71
"2016-11-11T13:31:33.000-0800","11:58:7b:2c:e7:ae",95
"2016-11-11T13:31:33.000-0800","9b:60:6a:44:52:58",83
"2016-11-11T13:31:33.000-0800","b5:61:00:ca:14:ac",65
"2016-11-11T13:31:33.000-0800","9b:da:20:7d:7d:17",67
"2016-11-11T13:31:32.000-0800","aa:d5:25:00:2e:de",49
"2016-11-11T13:31:32.000-0800","bc:39:ce:4f:8c:76",57
"2016-11-11T13:31:32.000-0800","a1:9a:c9:f7:74:6a",91
"2016-11-11T13:31:32.000-0800","76:f7:ee:39:f1:3d",68
"2016-11-11T13:31:32.000-0800","5f:cd:2d:1f:ca:97",60
"2016-11-11T13:31:31.000-0800","be:83:1d:19:9b:49",99
"2016-11-11T13:31:31.000-0800","9f:0b:ae:98:9c:92",65
"2016-11-11T13:31:31.000-0800","5d:f3:64:6e:30:d8",93
"2016-11-11T13:31:31.000-0800","c4:37:dd:f3:50:0d",61
"2016-11-11T13:31:31.000-0800","b5:e5:02:32:b5:c0",84
"2016-11-11T13:31:30.000-0800","8e:58:18:4c:48:57",54
"2016-11-11T13:31:30.000-0800","b9:9d:29:49:73:fa",54
"2016-11-11T13:31:30.000-0800","3c:36:f0:5a:88:74",53
"2016-11-11T13:31:30.000-0800","d9:ad:e1:a7:2d:25",88
"2016-11-11T13:31:30.000-0800","c3:77:63:a9:c6:e8",47
"2016-11-11T13:31:29.000-0800","c9:97:d1:28:3a:57",100
"2016-11-11T13:31:29.000-0800","7c:3c:0c:87:1b:c4",46
"2016-11-11T13:31:29.000-0800","f5:b7:a3:d1:e4:76",67
"2016-11-11T13:31:29.000-0800","8f:56:e7:cf:90:ca",50
"2016-11-11T13:31:29.000-0800","44:0c:74:67:a1:b4",75
"2016-11-11T13:31:28.000-0800","8b:98:5c:33:b2:94",55
"2016-11-11T13:31:28.000-0800","34:9f:3f:49:13:c6",97
"2016-11-11T13:31:28.000-0800","c9:25:d9:87:5a:b3",60
"2016-11-11T13:31:28.000-0800","e4:0c:3d:30:0f:11",43
"2016-11-11T13:31:28.000-0800","7f:ff:d6:a8:64:f3",56
"2016-11-11T13:31:27.000-0800","8b:a8:54:6f:a2:1a",79
"2016-11-11T13:31:27.000-0800","e9:2d:3d:15:9e:93",79
"2016-11-11T13:31:27.000-0800","f9:b3:bf:a3:1a:94",98
"2016-11-11T13:31:27.000-0800","eb:dc:95:0c:97:5a",79
"2016-11-11T13:31:27.000-0800","32:d5:63:93:ce:86",47
"2016-11-11T13:31:26.000-0800","f0:93:ad:48:1e:db",53
"2016-11-11T13:31:26.000-0800","19:5f:73:bb:67:d2",83
"2016-11-11T13:31:26.000-0800","34:17:74:b4:ff:38",75
"2016-11-11T13:31:26.000-0800","f6:ad:fc:57:2f:a0",94
"2016-11-11T13:31:26.000-0800","09:49:3a:7a:a5:a8",93
"2016-11-11T13:31:25.000-0800","17:c4:bf:17:e5:85",63
"2016-11-11T13:31:25.000-0800","84:89:14:66:8c:03",95
"2016-11-11T13:31:25.000-0800","41:64:81:a2:67:65",43
"2016-11-11T13:31:25.000-0800","bb:9c:c2:06:b7:b1",99
"2016-11-11T13:31:25.000-0800","16:e0:4b:41:35:f7",71
"2016-11-11T13:31:24.000-0800","38:b4:9b:c4:81:75",94
"2016-11-11T13:31:24.000-0800","b5:9b:03:39:aa:20",85
"2016-11-11T13:31:24.000-0800","36:77:1d:dc:d1:cd",61
"2016-11-11T13:31:24.000-0800","65:85:3b:6d:1f:42",65
"2016-11-11T13:31:24.000-0800","d2:82:3f:af:97:12",55
"2016-11-11T13:31:23.000-0800","c5:bf:be:34:ad:3b",47
"2016-11-11T13:31:23.000-0800","0f:89:94:9b:81:27",88
"2016-11-11T13:31:23.000-0800","21:d8:26:08:50:5e",86
"2016-11-11T13:31:23.000-0800","05:27:7f:11:f1:be",92
"2016-11-11T13:31:23.000-0800","ce:a7:9a:70:a3:57",45
"2016-11-11T13:31:22.000-0800","97:24:aa:64:62:20",65
"2016-11-11T13:31:22.000-0800","6e:35:a0:e8:ea:b6",96
"2016-11-11T13:31:22.000-0800","a6:d5:3f:d4:4d:f2",90
"2016-11-11T13:31:22.000-0800","9e:e6:f4:4e:b9:63",84
"2016-11-11T13:31:22.000-0800","eb:dc:95:0c:97:5a",90
"2016-11-11T13:31:21.000-0800","f0:2a:e3:03:a3:96",93
"2016-11-11T13:31:21.000-0800","68:8b:db:b0:d5:30",59
"2016-11-11T13:31:21.000-0800","e3:f5:d3:80:7f:be",69
"2016-11-11T13:31:21.000-0800","da:4e:49:b1:1c:4c",95
"2016-11-11T13:31:21.000-0800","59:17:28:9b:54:93",71
"2016-11-11T13:31:20.000-0800","3c:8d:11:bc:0c:bf",80
"2016-11-11T13:31:20.000-0800","6b:33:64:af:11:e0",52
"2016-11-11T13:31:20.000-0800","25:8a:17:ce:5c:04",79
"2016-11-11T13:31:20.000-0800","8a:7d:f4:22:c7:69",98
"2016-11-11T13:31:20.000-0800","8f:15:f2:53:5d:fd",60
"2016-11-11T13:31:19.000-0800","53:0b:8a:2a:9b:0b",50
"2016-11-11T13:31:19.000-0800","90:e7:73:93:ac:4d",58
"2016-11-11T13:31:19.000-0800","01:aa:97:d8:c9:ca",79
"2016-11-11T13:31:19.000-0800","f9:26:e4:90:d5:f6",82
"2016-11-11T13:31:19.000-0800","1e:45:7a:03:49:0f",92
"2016-11-11T13:31:18.000-0800","b9:9d:29:49:73:fa",52
"2016-11-11T13:31:18.000-0800","cc:80:f5:1c:c4:92",52
"2016-11-11T13:31:18.000-0800","3a:9e:d0:13:e6:39",93
"2016-11-11T13:31:18.000-0800","55:12:06:76:1c:9b",53
"2016-11-11T13:31:18.000-0800","84:5d:5d:eb:97:ae",86
"2016-11-11T13:31:17.000-0800","56:2f:c1:a6:8b:fb",84
"2016-11-11T13:31:17.000-0800","fc:d4:1d:05:2b:73",82
"2016-11-11T13:31:17.000-0800","f0:93:ad:48:1e:db",50
"2016-11-11T13:31:17.000-0800","87:e5:2d:e9:03:b8",67
"2016-11-11T13:31:17.000-0800","5f:cd:2d:1f:ca:97",72
"2016-11-11T13:31:16.000-0800","99:e8:03:33:f6:35",69
"2016-11-11T13:31:16.000-0800","0a:42:1b:81:9e:0a",72
"2016-11-11T13:31:16.000-0800","8f:3d:d7:7f:0e:d2",65
"2016-11-11T13:31:16.000-0800","ad:da:3f:bc:eb:86",76
"2016-11-11T13:31:16.000-0800","0d:ed:3e:c2:b5:9d",74
"2016-11-11T13:31:15.000-0800","0e:d5:e5:b9:33:fa",70
"2016-11-11T13:31:15.000-0800","06:50:b7:40:4d:a6",55
"2016-11-11T13:31:15.000-0800","ff:2d:2c:55:1b:3f",100
"2016-11-11T13:31:15.000-0800","ae:e2:3c:ee:42:c2",54
"2016-11-11T13:31:15.000-0800","26:53:51:36:01:4b",81
"2016-11-11T13:31:14.000-0800","16:e0:4b:41:35:f7",63
"2016-11-11T13:31:14.000-0800","3d:cd:b7:d7:51:01",78
"2016-11-11T13:31:14.000-0800","8b:d1:84:9c:4a:36",78
"2016-11-11T13:31:14.000-0800","b4:67:2f:38:f3:5e",79
"2016-11-11T13:31:14.000-0800","c3:77:63:a9:c6:e8",90
"2016-11-11T13:31:13.000-0800","c0:20:b2:07:2b:b0",61
"2016-11-11T13:31:13.000-0800","50:2e:04:4f:44:f3",71
"2016-11-11T13:31:13.000-0800","d5:26:25:41:ff:21",66
"2016-11-11T13:31:13.000-0800","06:b9:5d:df:22:6f",97
"2016-11-11T13:31:13.000-0800","e8:c4:f8:32:24:a4",43
"2016-11-11T13:31:12.000-0800","67:9d:17:91:cd:d7",97
"2016-11-11T13:31:12.000-0800","46:8a:ca:59:bf:25",81
"2016-11-11T13:31:12.000-0800","78:eb:82:1f:e8:88",78
"2016-11-11T13:31:12.000-0800","42:74:80:90:f2:5b",93
"2016-11-11T13:31:12.000-0800","42:66:84:ff:cb:83",47
"2016-11-11T13:31:11.000-0800","0d:77:1e:96:df:46",92
"2016-11-11T13:31:11.000-0800","2a:28:48:7b:28:55",74
"2016-11-11T13:31:11.000-0800","6f:a2:1e:3f:cb:0b",80
"2016-11-11T13:31:11.000-0800","12:e3:45:ae:17:a4",62
"2016-11-11T13:31:11.000-0800","f5:e1:8d:74:fa:f5",80
"2016-11-11T13:31:10.000-0800","8f:3d:d7:7f:0e:d2",89
"2016-11-11T13:31:10.000-0800","07:71:d4:35:19:74",56
"2016-11-11T13:31:10.000-0800","24:e5:a3:55:01:54",79
"2016-11-11T13:31:10.000-0800","03:6c:62:78:db:07",79
"2016-11-11T13:31:10.000-0800","92:d7:fe:41:ec:81",64
"2016-11-11T13:31:09.000-0800","6b:33:64:af:11:e0",63
"2016-11-11T13:31:09.000-0800","2b:b6:47:85:70:40",60
"2016-11-11T13:31:09.000-0800","02:e7:32:b6:cf:f0",64
"2016-11-11T13:31:09.000-0800","2a:31:83:65:c5:51",86
"2016-11-11T13:31:09.000-0800","89:76:ad:ab:09:16",91
"2016-11-11T13:31:08.000-0800","3f:80:93:cd:4f:eb",44
"2016-11-11T13:31:08.000-0800","8e:00:68:eb:45:3c",76
"2016-11-11T13:31:08.000-0800","7d:d8:59:84:52:ed",100
"2016-11-11T13:31:08.000-0800","65:d4:b0:51:0f:db",77
"2016-11-11T13:31:08.000-0800","96:e7:3c:4e:ce:75",77
"2016-11-11T13:31:07.000-0800","95:3d:c7:0a:7c:2c",53
"2016-11-11T13:31:07.000-0800","00:7c:db:22:46:fd",45
"2016-11-11T13:31:07.000-0800","4a:df:a3:60:39:13",85
"2016-11-11T13:31:07.000-0800","08:9c:d4:e2:4e:f7",76
"2016-11-11T13:31:07.000-0800","05:f3:b0:6c:40:1f",47
"2016-11-11T13:31:06.000-0800","9e:a4:4e:2a:d1:6d",91
"2016-11-11T13:31:06.000-0800","c6:ff:48:8e:b6:47",79
"2016-11-11T13:31:06.000-0800","bf:ab:6e:48:46:9c",76
"2016-11-11T13:31:06.000-0800","ff:5d:2a:8e:11:fb",82
"2016-11-11T13:31:06.000-0800","32:5c:94:0a:14:5a",94
"2016-11-11T13:31:05.000-0800","85:75:2b:d0:b6:da",98
"2016-11-11T13:31:05.000-0800","03:6c:62:78:db:07",56
"2016-11-11T13:31:05.000-0800","76:f7:ee:39:f1:3d",43
"2016-11-11T13:31:05.000-0800","13:52:d6:46:13:d4",63
"2016-11-11T13:31:05.000-0800","98:3b:ef:c0:b9:59",80
"2016-11-11T13:31:04.000-0800","34:17:74:b4:ff:38",73
"2016-11-11T13:31:04.000-0800","ad:da:3f:bc:eb:86",47
"2016-11-11T13:31:04.000-0800","3a:ec:d8:09:e2:e2",79
"2016-11-11T13:31:04.000-0800","f0:33:c2:35:29:1b",52
"2016-11-11T13:31:04.000-0800","bf:b0:f0:c2:3b:ad",82
"2016-11-11T13:31:03.000-0800","38:2b:4e:4c:7e:c7",89
"2016-11-11T13:31:03.000-0800","e3:5b:7a:e0:bf:e0",52
"2016-11-11T13:31:03.000-0800","21:8b:5f:f2:22:3f",63
"2016-11-11T13:31:03.000-0800","c6:ff:48:8e:b6:47",93
"2016-11-11T13:31:03.000-0800","3a:ec:d8:09:e2:e2",89
"2016-11-11T13:31:02.000-0800","5f:56:5a:4f:2e:2b",46
"2016-11-11T13:31:02.000-0800","41:92:03:71:09:3b",49
"2016-11-11T13:31:02.000-0800","2b:fd:88:cd:0d:e8",74
"2016-11-11T13:31:02.000-0800","bf:97:68:9e:39:c4",52
"2016-11-11T13:31:02.000-0800","91:cc:ee:b1:64:91",75
"2016-11-11T13:31:01.000-0800","d3:a0:1a:f8:65:f7",60
"2016-11-11T13:31:01.000-0800","7d:d8:59:84:52:ed",90
"2016-11-11T13:31:01.000-0800","ff:60:23:a7:75:4c",88
"2016-11-11T13:31:01.000-0800","7b:8e:99:c4:bf:ec",81
"2016-11-11T13:31:01.000-0800","91:35:7f:65:94:dd",94
"2016-11-11T13:31:00.000-0800","e6:31:8c:48:29:46",91
"2016-11-11T13:31:00.000-0800","7b:bb:2b:38:ba:bd",86
"2016-11-11T13:31:00.000-0800","74:e9:dc:36:12:5b",58
"2016-11-11T13:31:00.000-0800","69:cc:a1:25:6c:b8",69
"2016-11-11T13:31:00.000-0800","34:4e:39:bd:07:f0",63
"2016-11-11T13:30:59.000-0800","98:ae:ac:91:e0:60",63
"2016-11-11T13:30:59.000-0800","71:cb:da:1b:3e:2a",74
"2016-11-11T13:30:59.000-0800","9a:3e:21:49:f1:d0",43
"2016-11-11T13:30:59.000-0800","42:74:80:90:f2:5b",80
"2016-11-11T13:30:59.000-0800","c3:0e:41:46:2e:c0",69
"2016-11-11T13:30:58.000-0800","8b:98:5c:33:b2:94",44
"2016-11-11T13:30:58.000-0800","2f:13:ca:51:89:5e",99
"2016-11-11T13:30:58.000-0800","d4:af:b9:98:44:8b",43
"2016-11-11T13:30:58.000-0800","d0:ea:22:05:3e:12",90
"2016-11-11T13:30:58.000-0800","41:92:03:71:09:3b",90
"2016-11-11T13:30:57.000-0800","f9:26:e4:90:d5:f6",93
"2016-11-11T13:30:57.000-0800","0a:3f:f0:46:6e:52",64
"2016-11-11T13:30:57.000-0800","23:31:76:5b:4c:30",96
"2016-11-11T13:30:57.000-0800","f5:e1:8d:74:fa:f5",46
"2016-11-11T13:30:57.000-0800","7a:58:7a:56:5d:c7",56
"2016-11-11T13:30:56.000-0800","fe:4e:f5:03:6c:40",79
"2016-11-11T13:30:56.000-0800","54:83:b7:52:8b:c1",68
"2016-11-11T13:30:56.000-0800","63:92:8f:6e:54:d4",87
"2016-11-11T13:30:56.000-0800","a8:44:87:e4:41:70",100
"2016-11-11T13:30:56.000-0800","b3:d4:1d:37:d4:7b",56
"2016-11-11T13:30:55.000-0800","60:e6:6b:fc:3b:78",62
"2016-11-11T13:30:55.000-0800","24:03:d1:07:f0:3e",64
"2016-11-11T13:30:55.000-0800","dd:8a:cc:41:c6:ee",49
"2016-11-11T13:30:55.000-0800","54:a6:0a:28:47:e3",48
"2016-11-11T13:30:55.000-0800","cf:d0:8f:c7:0b:13",86
"2016-11-11T13:30:54.000-0800","f8:1e:c4:eb:55:fe",55
"2016-11-11T13:30:54.000-0800","f4:f7:8f:31:a9:06",81
"2016-11-11T13:30:54.000-0800","4c:2c:40:24:41:70",50
"2016-11-11T13:30:54.000-0800","f4:5c:29:aa:e2:81",60
"2016-11-11T13:30:54.000-0800","62:87:8f:2c:ae:3c",75
"2016-11-11T13:30:53.000-0800","13:f5:22:b5:1c:c2",64
"2016-11-11T13:30:53.000-0800","db:28:f1:ec:be:96",48
"2016-11-11T13:30:53.000-0800","f4:27:61:3d:13:da",72
"2016-11-11T13:30:53.000-0800","9c:3e:e4:4b:d8:d4",99
"2016-11-11T13:30:53.000-0800","f4:5c:29:aa:e2:81",69
"2016-11-11T13:30:52.000-0800","31:22:d0:2c:8f:43",86
"2016-11-11T13:30:52.000-0800","70:72:49:61:27:dc",93
"2016-11-11T13:30:52.000-0800","56:2f:c1:a6:8b:fb",74
"2016-11-11T13:30:52.000-0800","3d:01:97:68:ce:4f",72
"2016-11-11T13:30:52.000-0800","24:03:d1:07:f0:3e",62
"2016-11-11T13:30:51.000-0800","0f:e2:1a:f8:be:38",99
"2016-11-11T13:30:51.000-0800","a6:94:5b:27:8c:63",76
"2016-11-11T13:30:51.000-0800","69:0e:90:0c:e1:57",85
"2016-11-11T13:30:51.000-0800","12:23:0d:35:78:92",52
"2016-11-11T13:30:51.000-0800","c8:84:6a:f1:dc:4e",65
"2016-11-11T13:30:50.000-0800","c0:9a:75:ba:5b:36",56
"2016-11-11T13:30:50.000-0800","86:c4:67:25:f8:4d",92
"2016-11-11T13:30:50.000-0800","41:64:81:a2:67:65",93
"2016-11-11T13:30:50.000-0800","0a:42:1b:81:9e:0a",46
"2016-11-11T13:30:50.000-0800","65:d4:b0:51:0f:db",87
"2016-11-11T13:30:49.000-0800","d2:82:3f:af:97:12",100
"2016-11-11T13:30:49.000-0800","5f:56:5a:4f:2e:2b",55
"2016-11-11T13:30:49.000-0800","f0:93:ad:48:1e:db",51
"2016-11-11T13:30:49.000-0800","9d:7c:59:c6:57:b1",78
"2016-11-11T13:30:49.000-0800","b6:b7:c5:6b:81:cc",64
"2016-11-11T13:30:48.000-0800","05:5d:2f:34:36:cf",59
"2016-11-11T13:30:48.000-0800","89:98:4f:26:c6:9d",63
"2016-11-11T13:30:48.000-0800","14:63:08:cb:61:4e",49
"2016-11-11T13:30:48.000-0800","1f:69:ae:bb:ef:c6",68
"2016-11-11T13:30:48.000-0800","61:99:35:ee:08:ba",58
"2016-11-11T13:30:47.000-0800","d0:ea:22:05:3e:12",96
"2016-11-11T13:30:47.000-0800","91:08:58:df:97:d0",73
"2016-11-11T13:30:47.000-0800","ff:1d:db:49:c8:70",87
"2016-11-11T13:30:47.000-0800","1c:2e:7f:62:a5:27",67
"2016-11-11T13:30:47.000-0800","01:24:f4:5f:6d:b0",70
"2016-11-11T13:30:46.000-0800","5e:be:20:aa:4c:59",95
"2016-11-11T13:30:46.000-0800","1a:18:e6:1d:36:25",76
"2016-11-11T13:30:46.000-0800","3d:16:22:bf:58:c6",100
"2016-11-11T13:30:46.000-0800","8b:a8:54:6f:a2:1a",49
"2016-11-11T13:30:46.000-0800","a6:d4:be:06:9f:e4",62
"2016-11-11T13:30:45.000-0800","ef:07:ac:49:62:fb",62
"2016-11-11T13:30:45.000-0800","95:d3:1e:6b:8c:f4",85
"2016-11-11T13:30:45.000-0800","b1:76:94:d4:79:46",98
"2016-11-11T13:30:45.000-0800","20:e3:5c:ea:a3:9d",53
"2016-11-11T13:30:45.000-0800","11:33:ca:50:f7:73",43
"2016-11-11T13:30:44.000-0800","b0:9c:ab:70:e0:89",49
"2016-11-11T13:30:44.000-0800","1c:2e:7f:62:a5:27",49
"2016-11-11T13:30:44.000-0800","34:84:ec:ee:bf:5d",73
"2016-11-11T13:30:44.000-0800","50:2e:04:4f:44:f3",86
"2016-11-11T13:30:44.000-0800","c9:97:d1:28:3a:57",93
"2016-11-11T13:30:43.000-0800","3a:9e:d0:13:e6:39",96
"2016-11-11T13:30:43.000-0800","3e:d2:bf:f4:8f:75",49
"2016-11-11T13:30:43.000-0800","31:22:d0:2c:8f:43",98
"2016-11-11T13:30:43.000-0800","50:db:3f:c5:3b:6d",54
"2016-11-11T13:30:43.000-0800","98:e1:ec:5b:3a:74",61
"2016-11-11T13:30:42.000-0800","f9:e5:d2:3d:29:42",45
"2016-11-11T13:30:42.000-0800","52:91:cb:6a:08:3f",85
"2016-11-11T13:30:42.000-0800","cc:80:f5:1c:c4:92",66
"2016-11-11T13:30:42.000-0800","57:54:e5:ec:26:d9",81
"2016-11-11T13:30:42.000-0800","38:ab:86:f1:c7:2d",54
"2016-11-11T13:30:41.000-0800","ba:71:0b:8a:ad:02",98
"2016-11-11T13:30:41.000-0800","6f:d4:12:75:11:7d",56
"2016-11-11T13:30:41.000-0800","27:3b:22:9e:4f:12",50
"2016-11-11T13:30:41.000-0800","1d:aa:53:f5:96:8d",82
"2016-11-11T13:30:41.000-0800","05:42:2e:09:3e:16",66
"2016-11-11T13:30:40.000-0800","87:e5:2d:e9:03:b8",87
"2016-11-11T13:30:40.000-0800","3c:23:20:ab:48:83",67
"2016-11-11T13:30:40.000-0800","2f:59:d0:50:58:90",92
"2016-11-11T13:30:40.000-0800","6a:50:34:ed:1f:ad",97
"2016-11-11T13:30:40.000-0800","11:33:ca:50:f7:73",59
"2016-11-11T13:30:39.000-0800","0a:42:1b:81:9e:0a",47
"2016-11-11T13:30:39.000-0800","36:23:5a:0c:de:b5",85
"2016-11-11T13:30:39.000-0800","44:5b:94:95:3e:69",49
"2016-11-11T13:30:39.000-0800","ee:84:1c:f6:cf:6d",58
"2016-11-11T13:30:39.000-0800","44:5b:94:95:3e:69",67
"2016-11-11T13:30:38.000-0800","b4:04:f8:50:c4:93",73
"2016-11-11T13:30:38.000-0800","81:34:e3:27:0f:8e",55
"2016-11-11T13:30:38.000-0800","5b:f4:7d:27:b0:8f",75
"2016-11-11T13:30:38.000-0800","18:68:1a:05:34:ba",83
"2016-11-11T13:30:38.000-0800","b4:43:a0:8e:63:45",90
"2016-11-11T13:30:37.000-0800","0e:1f:75:a5:f3:c2",58
"2016-11-11T13:30:37.000-0800","84:ac:81:3e:52:42",88
"2016-11-11T13:30:37.000-0800","b7:d5:05:82:38:47",72
"2016-11-11T13:30:37.000-0800","ae:7f:d3:20:37:66",59
"2016-11-11T13:30:37.000-0800","b9:7b:6e:9c:e9:dc",67
"2016-11-11T13:30:36.000-0800","1b:34:bd:ba:18:2a",77
"2016-11-11T13:30:36.000-0800","13:09:cc:66:e5:e8",85
"2016-11-11T13:30:36.000-0800","91:cc:ee:b1:64:91",95
"2016-11-11T13:30:36.000-0800","f4:5c:29:aa:e2:81",56
"2016-11-11T13:30:36.000-0800","06:b9:5d:df:22:6f",45
"2016-11-11T13:30:35.000-0800","0d:6e:b2:92:62:7c",92
"2016-11-11T13:30:35.000-0800","2e:49:b6:71:e4:9e",92
"2016-11-11T13:30:35.000-0800","25:b0:43:63:df:81",96
